date,price,volume
2025-04-07 00:00:00,78211.48358199988,36140377231.68329
2025-04-08 00:00:00,79179.29226757778,82909748172.59216
2025-04-09 00:00:00,76329.090356324,47812787635.22632
2025-04-10 00:00:00,82622.17029546302,87408220482.11568
2025-04-11 00:00:00,79596.35732250768,41213520154.25157
2025-04-12 00:00:00,83439.28818043756,39813566443.76779
2025-04-13 00:00:00,85305.09728392666,22428929482.069122
2025-04-14 00:00:00,83600.82010054543,28731125717.934357
2025-04-15 00:00:00,84523.4524914945,33155578229.343513
2025-04-16 00:00:00,83656.49248858042,25084671427.622566
2025-04-17 00:00:00,84105.77942167096,26948109141.803364
2025-04-18 00:00:00,84930.90857600998,19323821375.14309
2025-04-19 00:00:00,84433.75017215389,9550691272.782005
2025-04-20 00:00:00,85126.66244301842,12635983530.804455
2025-04-21 00:00:00,85073.16544858096,12625843856.313684
2025-04-22 00:00:00,87452.04699068287,40070025414.28289
2025-04-23 00:00:00,93576.16588573981,53841992235.36636
2025-04-24 00:00:00,93605.45230873208,39901515879.65954
2025-04-25 00:00:00,93872.81422867288,30031246761.093452
2025-04-26 00:00:00,94773.11200643536,39336184715.04292
2025-04-27 00:00:00,94644.06637120107,15445392739.787264
2025-04-28 00:00:00,93809.33781968223,15926259371.057959
2025-04-29 00:00:00,95030.60645474444,31913814736.53902
2025-04-30 00:00:00,94256.35946318062,25882629766.278946
2025-05-01 00:00:00,94235.75331048167,26541700309.366146
2025-05-02 00:00:00,96426.94522273027,30207566405.468834
2025-05-03 00:00:00,96855.5681343944,23276376191.483967
2025-05-04 00:00:00,95922.86842404422,13797554863.642815
2025-05-05 00:00:00,94326.62048529249,14903122945.616686
2025-05-06 00:00:00,94758.8237105546,24086456278.203846
2025-05-07 00:00:00,96854.53198815876,23348052607.071873
2025-05-08 00:00:00,97026.49376966801,64376174032.08048
2025-05-09 00:00:00,103076.27555512934,50020047720.65604
2025-05-10 00:00:00,102962.54045692299,40800894903.23446
2025-05-11 00:00:00,104630.8792994166,21558992540.042442
2025-05-12 00:00:00,103994.061616746,27389436049.454792
2025-05-13 00:00:00,102876.8304286011,43090605819.36596
2025-05-14 00:00:00,104184.49039270742,33861432519.50822
2025-05-15 00:00:00,103594.42575090709,28398245846.798244
2025-05-16 00:00:00,103708.85136423641,31823340473.339912
2025-05-17 00:00:00,103556.03493982446,25887953182.14765
2025-05-18 00:00:00,103212.36483885496,18950056010.479057
2025-05-19 00:00:00,106030.6376831359,30744060179.802963
2025-05-20 00:00:00,105629.41580436694,43339734153.75087
2025-05-21 00:00:00,106786.71995834043,36393687094.25122
2025-05-22 00:00:00,109665.86371625263,60722883113.84
2025-05-23 00:00:00,111560.356938144,52218408239.45193
2025-05-24 00:00:00,107216.66856870624,49251745837.96465
2025-05-25 00:00:00,107831.36374380375,27128230116.517162
2025-05-26 00:00:00,108861.81037744327,29652659665.048733
2025-05-27 00:00:00,109377.71513263129,27950577137.918888
2025-05-28 00:00:00,109068.45694901445,38978783508.88622
2025-05-29 00:00:00,107838.18431100152,29794278037.284946
2025-05-30 00:00:00,105745.41660358038,38279231892.56757
2025-05-31 00:00:00,104010.91956242644,39680060337.610214
2025-06-01 00:00:00,104687.50742934884,20432694555.09522
2025-06-02 00:00:00,105710.00593822816,17721500507.53389
2025-06-03 00:00:00,105884.74263221149,26313843058.73954
2025-06-04 00:00:00,105434.47745144971,25925661121.080395
2025-06-05 00:00:00,104812.9182188067,25812143562.797962
2025-06-06 00:00:00,101650.7387545425,39711941132.0234
2025-06-07 00:00:00,104409.74967959142,29897390978.090103
2025-06-08 00:00:00,105681.4546141758,17749731308.73042
2025-06-09 00:00:00,105692.24740699006,16044679696.270103
2025-06-10 00:00:00,110261.57485948496,38222993297.50514
2025-06-11 00:00:00,110212.73252109604,36303839182.734825
2025-06-12 00:00:00,108679.9760916168,30338936631.626648
2025-06-13 00:00:00,105979.22902375912,35865159511.38857
2025-06-14 00:00:00,106045.56440819203,49471015505.74361
2025-06-15 00:00:00,105482.90611628917,17916412455.866283
2025-06-16 00:00:00,105554.49383061715,16568441852.649668
2025-06-17 00:00:00,106951.2720181497,32095957011.724205
2025-06-18 00:00:00,104683.42479835715,38603212010.889435
2025-06-19 00:00:00,104722.695052907,30339326410.154945
2025-06-20 00:00:00,104690.65002458123,18063282658.152298
2025-06-21 00:00:00,103290.105144757,30632751225.407444
2025-06-22 00:00:00,101532.5683847329,21644463198.719532
2025-06-23 00:00:00,100852.58264648831,51287142390.02526
2025-06-24 00:00:00,105511.62437933135,50011797128.6837
2025-06-25 00:00:00,105976.06929808448,31704641076.941063
2025-06-26 00:00:00,107238.53045016268,30468274982.034847
2025-06-27 00:00:00,106984.01253775663,24320699663.15122
2025-06-28 00:00:00,107078.91560644074,25194306261.888832
2025-06-29 00:00:00,107331.58548463577,8960877693.57604
2025-06-30 00:00:00,108396.61631317894,14881078675.366829
2025-07-01 00:00:00,107132.79910701896,22489515582.41552
2025-07-02 00:00:00,105613.39974163055,25033160828.30909
2025-07-03 00:00:00,108824.44423167943,36395184773.06136
2025-07-04 00:00:00,109602.20483914016,29892049537.628605
2025-07-05 00:00:00,108040.8919400104,24248906784.57383
2025-07-06 00:00:00,108217.46849992426,10042942280.966904
2025-07-07 00:00:00,109215.19771840284,14638669497.351297
2025-07-08 00:00:00,108300.71675785031,25493246475.80407
2025-07-09 00:00:00,108953.19187727802,20488865138.27645
2025-07-10 00:00:00,111327.53054245669,37078460440.66385
2025-07-11 00:00:00,115879.65030112496,56204086624.04028
2025-07-12 00:00:00,117571.02510036016,64185145923.88688
2025-07-13 00:00:00,117418.95745007684,24351256098.393543
2025-07-14 00:00:00,119117.55666327637,27310851454.97692
2025-07-15 00:00:00,119833.67446712355,68915956378.80447
2025-07-16 00:00:00,117678.19493404306,80299520980.2335
2025-07-17 00:00:00,118748.1627367753,50374263848.76278
2025-07-18 00:00:00,119445.36520434043,49282617205.72662
2025-07-19 00:00:00,117988.94664455787,58896449260.69391
2025-07-20 00:00:00,117901.62655900871,23934511126.349533
2025-07-21 00:00:00,117256.9208222684,36702153882.06748
2025-07-22 00:00:00,117482.46977767294,46344384345.39471
2025-07-23 00:00:00,119955.79570607653,58939000420.94166
2025-07-24 00:00:00,118629.05588130427,45225685167.61703
2025-07-25 00:00:00,118354.43517438594,51940414419.3327
2025-07-26 00:00:00,117540.80837085741,91617702596.10347
2025-07-27 00:00:00,117959.54234360624,25145925063.881348
2025-07-28 00:00:00,119418.91405141471,30220402191.467663
2025-07-29 00:00:00,118003.30201607826,43433742203.62158
2025-07-30 00:00:00,117853.30892863822,42860287143.68828
2025-07-31 00:00:00,117833.24087995925,43054424656.58649
2025-08-01 00:00:00,115700.00243915782,45238249453.35885
2025-08-02 00:00:00,113234.6051343189,65794680822.25255
2025-08-03 00:00:00,112554.90232221723,33543439044.09785
2025-08-04 00:00:00,114199.10966460757,24689273719.085533
2025-08-05 00:00:00,115138.68613070177,32488023582.82734
2025-08-06 00:00:00,114128.35408881678,37316213251.97167
2025-08-07 00:00:00,115022.09576830892,32052509631.058872
2025-08-08 00:00:00,117463.47451085235,38289687095.00489
2025-08-09 00:00:00,116688.36663186055,33017415812.97353
2025-08-10 00:00:00,116510.08393213755,27638785406.21056
2025-08-11 00:00:00,119266.92516880555,37157754754.85189
2025-08-12 00:00:00,118773.79960860992,61739781527.95854
2025-08-13 00:00:00,120202.53485503166,46941089789.57991
2025-08-14 00:00:00,123560.99363577305,61818118105.53991
2025-08-15 00:00:00,118405.59579823953,73822008367.99681
2025-08-16 00:00:00,117339.79190213277,44268714220.021
2025-08-17 00:00:00,117501.21653394958,23202714236.542347
2025-08-18 00:00:00,117542.83687778088,20906566026.645443
2025-08-19 00:00:00,116256.41276740946,47337926940.98573
2025-08-20 00:00:00,112778.34483555844,46156885037.403885
2025-08-21 00:00:00,114252.39755195397,42166369117.006935
2025-08-22 00:00:00,112414.39987336512,32048202090.65466
2025-08-23 00:00:00,116834.24948202295,50878158870.82928
2025-08-24 00:00:00,115359.98346714744,27306719885.257973
2025-08-25 00:00:00,113399.54847314971,40682656776.69001
2025-08-26 00:00:00,110185.35443900425,52854872363.936554
2025-08-27 00:00:00,111842.70999260596,43023800053.0546
2025-08-28 00:00:00,111216.08479629169,36957904262.995804
2025-08-29 00:00:00,112525.59740669793,34222495087.206894
2025-08-30 00:00:00,108480.30666639366,51702115726.38959
2025-08-31 00:00:00,108781.95727925687,27799981330.792213
2025-09-01 00:00:00,108253.36092385623,26140904019.246822
2025-09-02 00:00:00,109162.68557992298,42999610648.39302
2025-09-03 00:00:00,111190.18209845416,50235464642.845955
2025-09-04 00:00:00,111711.51977725117,36406080683.42747
2025-09-05 00:00:00,110724.736377486,38708366685.43147
2025-09-06 00:00:00,110662.18112628513,56020470627.40665
2025-09-07 00:00:00,110209.1888247784,19340758702.076332
2025-09-08 00:00:00,111131.9923868407,22147049159.335133
2025-09-09 00:00:00,112025.12878118771,37159847899.8603
2025-09-10 00:00:00,111547.43956434788,45338021458.38368
2025-09-11 00:00:00,113975.32489468766,52205187155.05567
2025-09-12 00:00:00,115503.16663193036,43752917632.95067
2025-09-13 00:00:00,116160.14344594491,51192951485.864395
2025-09-14 00:00:00,115970.58488443034,30063858747.76022
2025-09-15 00:00:00,115373.55555886829,26889399414.610912
2025-09-16 00:00:00,115397.25272727509,46947581231.08198
2025-09-17 00:00:00,116762.8496864193,39964451595.099724
2025-09-18 00:00:00,116455.94648225319,54740952295.37868
2025-09-19 00:00:00,117145.49508952006,43642467075.25838
2025-09-20 00:00:00,115655.81046441344,34296721252.33001
2025-09-21 00:00:00,115715.51536781774,18774953731.290394
2025-09-22 00:00:00,115304.47999407038,18659113982.495464
2025-09-23 00:00:00,112696.74101711863,69152342029.46799
2025-09-24 00:00:00,112022.16587861195,46154878824.043465
2025-09-25 00:00:00,113320.56908541008,46677543220.334526
2025-09-26 00:00:00,108963.53013595635,74481796351.47305
2025-09-27 00:00:00,109710.20874667744,55257214020.568245
2025-09-28 00:00:00,109654.81021075726,23294896964.31016
2025-09-29 00:00:00,112142.57362752674,31274654338.51212
2025-09-30 00:00:00,114309.15041119447,57833295882.65785
2025-10-01 00:00:00,114024.22783550054,57718901820.70616
2025-10-02 00:00:00,118503.24451752483,69920179085.4708
2025-10-03 00:00:00,120611.71911591051,71252850672.75252
2025-10-04 00:00:00,122250.15186842803,83155430408.51796
2025-10-05 00:00:00,122380.93708463266,35161626561.80918
2025-10-06 00:00:00,123506.18520027678,72011486031.26575
2025-10-07 00:00:00,124773.50823074432,69605991064.72382
2025-10-08 00:00:00,121518.75593575071,76087884719.80028
2025-10-09 00:00:00,123352.50487523204,62576032795.36722
2025-10-10 00:00:00,121698.03066778315,72097306668.91356
2025-10-11 00:00:00,113201.74064138904,151002213089.8765
2025-10-12 00:00:00,110853.11663883903,108643865752.17674
2025-10-13 00:00:00,115189.5714637257,93857100744.12454
2025-10-14 00:00:00,115222.28302116522,68935270367.04033
2025-10-15 00:00:00,113156.56943826913,91211854988.91518
2025-10-16 00:00:00,110708.66960879423,68877328886.40259
2025-10-17 00:00:00,108076.72862033188,84773160808.27399
2025-10-18 00:00:00,106443.61194984635,94325236794.78163
2025-10-19 00:00:00,107156.00337647724,34412835719.61292
2025-10-20 00:00:00,108621.134857428,45373692612.394394
2025-10-21 00:00:00,110608.5714932665,60452111148.140076
2025-10-22 00:00:00,108486.10262716639,105841401713.00197
2025-10-23 00:00:00,107618.4266715404,83996418125.93103
2025-10-24 00:00:00,110048.51827291629,56192643013.57058
2025-10-25 00:00:00,110997.80437129698,49120903424.344864
2025-10-26 00:00:00,111620.3093731354,23214874411.212166
2025-10-27 00:00:00,114476.01227508577,42483268634.18711
2025-10-28 00:00:00,114182.79442806762,63764801510.65889
2025-10-29 00:00:00,112950.34863259472,66299512352.17796
2025-10-30 00:00:00,110046.66925837283,64235327509.05742
2025-10-31 00:00:00,108240.76528725718,72648897659.94229
2025-11-01 00:00:00,109573.90555629115,58800487940.5146
2025-11-02 00:00:00,110014.13556776087,24938475577.849922
2025-11-03 00:00:00,110650.2092823146,35098774843.7742
2025-11-04 00:00:00,106521.08673825761,75068433317.86293
2025-11-05 00:00:00,101635.2740227234,108965721650.60309
2025-11-06 00:00:00,103877.95965955159,77083907216.62631
2025-11-07 00:00:00,101322.6402945857,64118217249.57436
2025-11-08 00:00:00,103396.084215925,93627003785.31018
2025-11-09 00:00:00,102290.13714655167,51095924202.31797
2025-11-10 00:00:00,104709.67861656273,59952468437.71812
2025-11-11 00:00:00,105909.07272321742,67546556819.52642
2025-11-12 00:00:00,102960.77564500563,71008299178.73956
2025-11-13 00:00:00,101521.70859453593,63332414142.58827
2025-11-14 00:00:00,99730.4533956204,100463341916.4732
2025-11-15 00:00:00,94456.39368235337,113198323665.38873
2025-11-16 00:00:00,95508.31019889197,39062120798.23745
2025-11-17 00:00:00,94411.32947182967,72645149972.7847
2025-11-18 00:00:00,92036.7255045672,95794596045.06412
2025-11-19 00:00:00,92819.75921500899,103837258806.01602
2025-11-20 00:00:00,91363.27838693369,82897875507.45229
2025-11-21 00:00:00,86649.97257918229,99171039191.1295
2025-11-22 00:00:00,85051.8019295002,135093457122.46469
2025-11-23 00:00:00,84682.62429147748,42644968955.2184
2025-11-24 00:00:00,86783.84766839583,60446592409.29218
2025-11-25 00:00:00,88229.35740719768,77606296173.43544
2025-11-26 00:00:00,87310.33159950442,67956444142.18749
2025-11-27 00:00:00,90474.22677969698,69690430587.90018
2025-11-28 00:00:00,91279.06057176423,59295194347.668594
2025-11-29 00:00:00,90950.37695910994,62833195066.53989
2025-11-30 00:00:00,90841.45258193677,39253888201.69327
2025-12-01 00:00:00,90406.28448571145,40334819409.843475
2025-12-02 00:00:00,86281.49519776918,92988982967.24597
2025-12-03 00:00:00,91344.73275150165,83138039128.81346
2025-12-04 00:00:00,93619.43750817103,81429135004.88295
2025-12-05 00:00:00,92140.70419795791,67878296355.02588
2025-12-06 00:00:00,89307.09154512963,50193142876.74388
2025-12-07 00:00:00,89244.7620814118,24818678152.49986
2025-12-08 00:00:00,90162.90714007126,33912893266.90874
2025-12-09 00:00:00,90618.0535204608,45466493941.40448
2025-12-10 00:00:00,92723.21372069631,54575121853.64529
2025-12-11 00:00:00,92005.13714957413,52189659395.756485
2025-12-12 00:00:00,92494.17691640415,53232377699.408394
2025-12-13 00:00:00,90307.26028567803,67750393558.62937
2025-12-14 00:00:00,90257.4292885891,35222775785.402145
2025-12-15 00:00:00,88230.77409367911,33808538697.042442
2025-12-16 00:00:00,86413.9190195637,50630498834.055145
2025-12-17 00:00:00,87821.88919109134,48317754254.70281
2025-12-18 00:00:00,86064.94716216,48886793507.656334
2025-12-19 00:00:00,85450.3312009302,58649139178.511856
2025-12-20 00:00:00,88103.86075721023,51932451056.500565
2025-12-21 00:00:00,88347.94310567998,17103607834.780054
2025-12-22 00:00:00,88577.42038358838,22541294542.323105
2025-12-23 00:00:00,88491.12020788102,41948947368.210236
2025-12-24 00:00:00,87406.43636737975,46353794741.509995
2025-12-25 00:00:00,87642.60888119951,29100645180.040016
2025-12-26 00:00:00,87229.78066010943,22773603342.32636
2025-12-27 00:00:00,87305.95655961394,47130449135.786705
2025-12-28 00:00:00,87807.003210775,15670944599.660688
2025-12-29 00:00:00,87822.90829076794,17428479525.19913
2025-12-30 00:00:00,87156.56266080117,53957962807.988785
2025-12-31 00:00:00,88414.62856073362,39734225800.079216
2025-12-31 06:32:00,88435.87981632637,38933520215.25612
