date,close,volume,daily_return,MA7,MA30,RSI,lag_1,lag_3,lag_7,volatility_7,volatility_14
2025-01-31 00:00:00,104781.5135100103,42122570869.034325,0.0102443556429072,103422.22244947562,99902.3359884467,60.33495426457041,103718.97939813643,101958.46953745594,104067.60991206949,0.014419118272251119,0.02169157459860174
2025-02-01 00:00:00,102382.39409722164,37187819228.35328,-0.0228963996837043,103071.82267257021,100168.94325450786,45.80590926277071,104781.5135100103,101313.11264498268,104835.19253555956,0.016587853092761028,0.019820459914252374
2025-02-02 00:00:00,100674.78762544956,22827776122.48367,-0.0166787120659684,102483.0722222941,100296.36461494447,41.95067007462002,102382.39409722164,103718.97939813643,104796.04077738234,0.017246934610876674,0.020229357914499348
2025-02-03 00:00:00,97568.31653024876,59784234332.21204,-0.030856495141148,101771.08190621505,100279.16373952587,41.86376599110938,100674.78762544956,104781.5135100103,102552.24874280208,0.01897422570758415,0.02039022805628497
2025-02-04 00:00:00,101466.8606657039,122163969235.23686,0.0399570708411936,101700.85206739334,100386.16780276601,49.43098707767993,97568.31653024876,102382.39409722164,101958.46953745594,0.026009319941008052,0.023309542911638035
2025-02-05 00:00:00,98118.43921664466,73196693057.98114,-0.03300014829562,101244.47014905931,100377.96279445423,33.95008796246306,101466.8606657039,100674.78762544956,101313.11264498268,0.028823608205397904,0.021226611186246157
2025-02-06 00:00:00,96582.88682919052,48848958931.79228,-0.0156499879096492,100225.02835349563,100189.74587103067,35.31826365086894,98118.43921664466,97568.31653024876,103718.97939813643,0.026179536085666998,0.02080307727070718
2025-02-07 00:00:00,96635.41875332213,44462180396.17252,0.0005439050939168,99061.30053111158,100179.18986721641,34.39029173536028,96582.88682919052,101466.8606657039,104781.5135100103,0.025176739418889857,0.020716951909417563
2025-02-08 00:00:00,96558.4563096667,57077722340.22422,-0.0007964206566113,98229.30941860375,100230.58126387557,32.09714657231724,96635.41875332213,98118.43921664466,102382.39409722164,0.024852922812345128,0.020452442526985627
2025-02-09 00:00:00,96558.23762501092,20760850644.84597,-2.264790305628317e-06,97641.2308471125,100369.97999192725,32.15129805327456,96558.4563096667,96582.88682919052,100674.78762544956,0.024688769519861823,0.020460067199800425
2025-02-10 00:00:00,96548.57865379583,25457107581.051964,-0.0001000325964171,97495.55400761924,100430.37838898387,35.597614516297185,96558.23762501092,96635.41875332213,97568.31653024876,0.022059558313293218,0.019983429916478786
2025-02-11 00:00:00,97399.98161383196,37054987393.57789,0.0088183893735929,96914.57128592324,100525.05938703686,39.19802272000706,96548.57865379583,96558.4563096667,101466.8606657039,0.014035238497428888,0.020268593338238782
2025-02-12 00:00:00,95739.9773707924,36454577154.5622,-0.0170431679301653,96574.79102223007,100567.89960285035,37.3995891383836,97399.98161383196,96558.23762501092,98118.43921664466,0.009400605595827572,0.020600601807490924
2025-02-13 00:00:00,97836.18856127484,47115618235.19051,0.0218948369118994,96753.83412681354,100680.56090906954,36.51060255028124,95739.9773707924,96548.57865379583,96582.88682919052,0.011713451043965175,0.02041495979669566
2025-02-14 00:00:00,96561.6639990985,29084371910.69056,-0.0130271281099437,96743.29773335301,100680.14711943973,31.333143323146544,97836.18856127484,97399.98161383196,96635.41875332213,0.013025350060378953,0.02011384498805459
2025-02-15 00:00:00,97488.48148536457,32289906944.92862,0.009598192987589,96876.15847273843,100585.99142234241,38.089730441592764,96561.6639990985,95739.9773707924,96558.4563096667,0.013507860192722244,0.019841279251932107
2025-02-16 00:00:00,97569.95169430463,14215311318.346336,0.0008356906138937,97020.68905406611,100503.50383656046,41.794307021493736,97488.48148536457,97836.18856127484,96558.23762501092,0.013496569874679063,0.01948243960239832
2025-02-17 00:00:00,96149.3484548204,13634794998.739267,-0.0145598436282423,96963.65616849819,100236.45899889305,45.882973531331764,97569.95169430463,96561.6639990985,96548.57865379583,0.014834661985909466,0.018064754937483392
2025-02-18 00:00:00,95776.15723852724,25324374113.08163,-0.0038813702046927,96731.68125774038,99951.17704826916,29.24248052071883,96149.3484548204,97488.48148536457,97399.98161383196,0.014271331879288715,0.013714419096614387
2025-02-19 00:00:00,95495.89153299289,38311133144.72936,-0.0029262575740679,96696.81185234044,99758.52886109753,37.6753203602177,95776.15723852724,97569.95169430463,95739.9773707924,0.012760100629388751,0.010891906492556563
2025-02-20 00:00:00,96554.87156259285,27703222487.38957,0.0110892731886176,96513.76656681446,99584.86095979378,49.86216816018698,95495.89153299289,96149.3484548204,97836.18856127484,0.009978736383869632,0.010632541876711761
2025-02-21 00:00:00,98384.31738240314,24175261969.81266,0.0189472140577011,96774.14562157224,99324.93031186782,57.32384530129602,96554.87156259285,95776.15723852724,96561.6639990985,0.011241871983900958,0.011776786368083646
2025-02-22 00:00:00,96135.15541305284,42477472950.92155,-0.0228609805829946,96580.81332552772,99073.65098912365,48.50020476251301,98384.31738240314,95495.89153299289,97488.48148536457,0.014232735054929325,0.013443981166837489
2025-02-23 00:00:00,96564.15414290236,18464415570.762142,0.004462454218816,96437.12796104167,98823.53579681808,50.02034462958519,96135.15541305284,96554.87156259285,97569.95169430463,0.014414116671469518,0.013502620782313195
2025-02-24 00:00:00,96327.46309127836,16643044374.983364,-0.0024511274781502,96462.5729091071,98539.94481534204,49.25135756350799,96564.15414290236,98384.31738240314,96149.3484548204,0.013249743490131739,0.013519763576181254
