date,close,volume,daily_return
2025-01-02 00:00:00,94384.1761153871,23275007789.49633,0.009371590577635924
2025-01-03 00:00:00,96852.14681235077,45157338602.61752,0.026148140488576166
2025-01-04 00:00:00,98084.34279280754,35721645948.10051,0.012722443652634086
2025-01-05 00:00:00,98256.73876849932,20979035420.980797,0.0017576299211785607
2025-01-06 00:00:00,98364.58946599838,20060293834.7155,0.0010976417378676384
2025-01-07 00:00:00,102229.39453189744,46111387334.46171,0.03929061349089458
2025-01-08 00:00:00,96952.09886774956,60610257147.15405,-0.05162209644605953
2025-01-09 00:00:00,95016.71440989176,65790469838.34392,-0.019962274983833184
2025-01-10 00:00:00,92376.275783461,65850881574.76184,-0.027789201540270092
2025-01-11 00:00:00,94736.6267420969,63433655716.757095,0.025551484281189252
2025-01-12 00:00:00,94559.55167224212,17836423168.41627,-0.0018691299864078692
2025-01-13 00:00:00,94454.77089638809,19608932595.53299,-0.0011080929848019672
2025-01-14 00:00:00,94456.3493746993,76328330233.31137,1.6711472551778073e-05
2025-01-15 00:00:00,96574.07768799194,51241728228.81719,0.022420179557139264
2025-01-16 00:00:00,100313.15239828422,57637319739.5434,0.03871716717163309
2025-01-17 00:00:00,100044.57926776377,50150102497.2729,-0.0026773471284613493
2025-01-18 00:00:00,104160.69358484232,69135117732.00064,0.04114280201091147
2025-01-19 00:00:00,104334.61575724394,49416447749.13053,0.001669748601087706
2025-01-20 00:00:00,101275.33714814208,72970313683.92325,-0.029321798780760466
2025-01-21 00:00:00,101764.90860170544,120158523166.88388,0.004834063922662946
2025-01-22 00:00:00,106182.2368201815,95344290057.8965,0.04340718504219265
2025-01-23 00:00:00,103673.53509537788,55030669602.56557,-0.023626378572642714
2025-01-24 00:00:00,104067.60991206949,102455227371.2076,0.0038011129487294237
2025-01-25 00:00:00,104835.19253555956,51418786362.7815,0.007375807171305482
2025-01-26 00:00:00,104796.04077738234,22740744964.719296,-0.00037346006842065016
2025-01-27 00:00:00,102552.24874280208,20639818380.26942,-0.021411038221822998
2025-01-28 00:00:00,101958.46953745594,93191643783.2474,-0.005790016431870937
2025-01-29 00:00:00,101313.11264498268,45780526813.56264,-0.006329605528613502
2025-01-30 00:00:00,103718.97939813643,47425401641.53094,0.023746844710854864
2025-01-31 00:00:00,104781.5135100103,42122570869.034325,0.010244355642907266
2025-02-01 00:00:00,102382.39409722164,37187819228.35328,-0.022896399683704383
2025-02-02 00:00:00,100674.78762544956,22827776122.48367,-0.016678712065968493
2025-02-03 00:00:00,97568.31653024876,59784234332.21204,-0.030856495141148077
2025-02-04 00:00:00,101466.8606657039,122163969235.23686,0.0399570708411936
2025-02-05 00:00:00,98118.43921664466,73196693057.98114,-0.033000148295620035
2025-02-06 00:00:00,96582.88682919052,48848958931.79228,-0.01564998790964922
2025-02-07 00:00:00,96635.41875332213,44462180396.17252,0.0005439050939168855
2025-02-08 00:00:00,96558.4563096667,57077722340.22422,-0.0007964206566113408
2025-02-09 00:00:00,96558.23762501092,20760850644.84597,-2.264790305628317e-06
2025-02-10 00:00:00,96548.57865379583,25457107581.051964,-0.00010003259641711004
2025-02-11 00:00:00,97399.98161383196,37054987393.57789,0.008818389373592916
2025-02-12 00:00:00,95739.9773707924,36454577154.5622,-0.01704316793016536
2025-02-13 00:00:00,97836.18856127484,47115618235.19051,0.021894836911899418
2025-02-14 00:00:00,96561.6639990985,29084371910.69056,-0.013027128109943775
2025-02-15 00:00:00,97488.48148536457,32289906944.92862,0.009598192987589016
2025-02-16 00:00:00,97569.95169430463,14215311318.346336,0.0008356906138937692
2025-02-17 00:00:00,96149.3484548204,13634794998.739267,-0.014559843628242364
2025-02-18 00:00:00,95776.15723852724,25324374113.08163,-0.0038813702046927023
2025-02-19 00:00:00,95495.89153299289,38311133144.72936,-0.0029262575740679475
2025-02-20 00:00:00,96554.87156259285,27703222487.38957,0.011089273188617632
2025-02-21 00:00:00,98384.31738240314,24175261969.81266,0.018947214057701167
2025-02-22 00:00:00,96135.15541305284,42477472950.92155,-0.022860980582994683
2025-02-23 00:00:00,96564.15414290236,18464415570.762142,0.004462454218816081
2025-02-24 00:00:00,96327.46309127836,16643044374.983364,-0.002451127478150239
2025-02-25 00:00:00,91396.76686930266,45539703844.38777,-0.051186816965203885
2025-02-26 00:00:00,88755.7693356979,96742453402.56294,-0.02889596234165903
2025-02-27 00:00:00,83900.11496524839,69277430795.68657,-0.05470804215649505
2025-02-28 00:00:00,84709.14477847965,81960688217.70384,0.00964277359532062
2025-03-01 00:00:00,84441.9012237131,80695237175.07367,-0.0031548371249103813
2025-03-02 00:00:00,86005.25629681018,30634474722.6359,0.01851397292625223
2025-03-03 00:00:00,94261.5328653844,61859112550.80991,0.09599734858159392
2025-03-04 00:00:00,86124.71418722175,68715362745.4567,-0.08632173094175022
2025-03-05 00:00:00,87310.80531078295,65863356680.42408,0.013771785889272525
2025-03-06 00:00:00,90604.08098523636,51606642859.81411,0.03771899323034522
2025-03-07 00:00:00,90001.40087607042,47555759124.64708,-0.006651798711629242
2025-03-08 00:00:00,86773.33597555371,63216440874.73251,-0.03586682950592812
2025-03-09 00:00:00,86142.9833586432,18809360803.37126,-0.0072643584555524
2025-03-10 00:00:00,80751.13893300897,32013406240.51754,-0.06259180046256474
2025-03-11 00:00:00,78783.94057934263,49983692766.22745,-0.024361245917513652
2025-03-12 00:00:00,82799.1080292053,56404462275.083046,0.050964288157419935
2025-03-13 00:00:00,83884.24578828987,41782186208.59073,0.013105669673419973
2025-03-14 00:00:00,81098.90052436228,32583592654.882656,-0.033204629042709044
2025-03-15 00:00:00,83971.70916064628,28571483950.07465,0.03542352137586624
2025-03-16 00:00:00,84391.69087647168,10761796127.312485,0.00500146680380098
2025-03-17 00:00:00,82610.61750343916,21638031633.118767,-0.02110484284098013
2025-03-18 00:00:00,84075.36559694471,19659366246.596867,0.017730748634636084
2025-03-19 00:00:00,82780.03048688271,24557570268.85276,-0.015406832915503599
2025-03-20 00:00:00,86815.44109470697,33871216993.304657,0.0487486001646702
2025-03-21 00:00:00,84270.84358966233,27579127651.06656,-0.0293104253455182
2025-03-22 00:00:00,84009.532917822,18091004975.919056,-0.0031008431945065418
2025-03-23 00:00:00,83793.30854192551,7771134681.982918,-0.0025738076190472414
2025-03-24 00:00:00,85787.70914901773,12617587530.619724,0.023801430469765128
2025-03-25 00:00:00,87327.72969669085,27270889835.1835,0.017951528988820797
2025-03-26 00:00:00,87520.58391530563,30351832942.705597,0.0022083961106582617
2025-03-27 00:00:00,86960.8555491039,25522877558.70056,-0.0063953911315695056
2025-03-28 00:00:00,87227.27158032371,24620445368.489468,0.0030636316712566725
2025-03-29 00:00:00,84359.46915506005,31674486232.097317,-0.03287736017998477
2025-03-30 00:00:00,82679.17255385047,16837439419.924389,-0.01991829273037571
2025-03-31 00:00:00,82356.38111183756,13428975108.070734,-0.0039041445631627925
2025-04-01 00:00:00,82514.09365397849,30326148749.91535,0.001915000878034645
2025-04-02 00:00:00,85237.5876052852,29172899851.734768,0.03300640933811416
2025-04-03 00:00:00,82526.4221526433,46332905657.77597,-0.03180715842401194
2025-04-04 00:00:00,83163.98757387721,36594464539.14662,0.0077255914482110555
2025-04-05 00:00:00,83852.00765399594,35647289400.47406,0.008273053038823308
2025-04-06 00:00:00,83595.88550177493,14910400035.531416,-0.00305445462054843
2025-04-07 00:00:00,78211.48358199988,36140377231.68329,-0.06440989155693222
2025-04-08 00:00:00,79179.29226757778,82909748172.59216,0.012374253002926494
2025-04-09 00:00:00,76329.090356324,47812787635.22632,-0.03599680964085705
2025-04-10 00:00:00,82622.17029546302,87408220482.11568,0.08244667805893258
2025-04-11 00:00:00,79596.35732250768,41213520154.25157,-0.03662228869242723
2025-04-12 00:00:00,83439.28818043756,39813566443.76779,0.04828023526703795
2025-04-13 00:00:00,85305.09728392666,22428929482.06912,0.02236127781260877
2025-04-14 00:00:00,83600.82010054543,28731125717.93436,-0.01997860898873105
2025-04-15 00:00:00,84523.4524914945,33155578229.343517,0.011036164356275968
2025-04-16 00:00:00,83656.49248858042,25084671427.622566,-0.010257034909942009
2025-04-17 00:00:00,84105.77942167096,26948109141.803364,0.005370616430659725
2025-04-18 00:00:00,84930.90857600998,19323821375.14309,0.009810611827305804
2025-04-19 00:00:00,84433.75017215389,9550691272.782003,-0.005853680505621295
2025-04-20 00:00:00,85126.66244301842,12635983530.804457,0.008206579353063681
2025-04-21 00:00:00,85073.16544858096,12625843856.313684,-0.000628439937643166
2025-04-22 00:00:00,87452.04699068287,40070025414.28289,0.02796277215686449
2025-04-23 00:00:00,93576.1658857398,53841992235.36636,0.07002830815051597
2025-04-24 00:00:00,93605.45230873208,39901515879.65954,0.0003129688282810239
2025-04-25 00:00:00,93872.81422867288,30031246761.09345,0.002856264387879559
2025-04-26 00:00:00,94773.11200643536,39336184715.04292,0.009590612417023747
